2014-08-27 17122.009766
2014-08-26 17106.699219
2014-08-25 17076.869141
2014-08-22 17001.220703
2014-08-21 17039.490234
2014-08-20 16979.130859
2014-08-19 16919.589844
2014-08-18 16838.740234
2014-08-15 16662.910156
2014-08-14 16713.580078
2014-08-13 16651.800781
2014-08-12 16560.539062
2014-08-11 16569.980469
2014-08-08 16553.929688
2014-08-07 16368.269531
2014-08-06 16443.339844
2014-08-05 16429.470703
2014-08-04 16569.279297
2014-08-01 16493.369141
2014-07-31 16563.300781
2014-07-30 16880.359375
2014-07-29 16912.109375
2014-07-28 16982.589844
2014-07-25 16960.570312
2014-07-24 17083.800781
2014-07-23 17086.630859
2014-07-22 17113.539062
2014-07-21 17051.730469
2014-07-18 17100.179688
2014-07-17 16976.810547
2014-07-16 17138.199219
2014-07-15 17060.679688
2014-07-14 17055.419922
2014-07-11 16943.810547
2014-07-10 16915.070312
2014-07-09 16985.609375
2014-07-08 16906.619141
2014-07-07 17024.210938
